,ID,CommentsTokenizedStemmed
1062,1363,"['handset', 'suck']"
1063,3418,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1064,721,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1065,1255,"['the', 'handset', 'never', 'work', 'well', 'after', 'i', 'drop', 'it', 'in', 'the', 'toilet', '.', 'i', 'am', 'surpris', 'it', 'ever', 'work', 'after', 'that', '.']"
1066,203,"['he', 'did', 'not', 'realiz', 'that', 'chang', 'his', 'rate', 'plan', 'effect', 'the', 'date', 'on', 'his', 'contract', '.', 'when', 'he', 'found', 'that', 'out', 'he', 'could', 'not', 'wait', 'till', 'his', 'contract', 'end', '.']"
1067,1799,"['want', 'to', 'know', 'when', 'we', 'will', 'unlimit', 'internet', 'minut', '.']"
1068,749,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1069,478,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.']"
1070,422,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1071,878,"['he', 'love', 'the', 'phone', 'when', 'it', 'work', '.', 'the', 'problem', 'is', 'that', 'the', 'phone', 'hard', 'ever', 'work', '.', 'he', 'think', 'the', 'batteri', 'is', 'lame', '.']"
1072,3222,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
1073,2575,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1074,3717,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1075,1157,"['he', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'he', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expir', '.']"
1076,180,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
1077,901,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1078,2428,"['he', 'hate', 'his', 'phone', '.', 'he', 'can', 'not', 'understand', 'whi', 'we', 'gave', 'him', 'such', 'a', 'horribl', 'piec', 'of', 'rubbish', '.', 'i', 'tri', 'to', 'explain', 'that', 'he', 'could', 'bring', 'it', 'in', 'for', 'servic', ',', 'but', 'he', 'just', 'want', 'a', 'new', 'phone', '.', 'he', 'doe', 'not', 'want', 'to', 'wast', 'ani', 'more', 'time', 'with', 'the', '3399', '.', 'i', 'ask', 'custom', 'car']"
1079,1020,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1080,793,"['your', 'custom', 'handset', 'was', 'realli', 'bad', '.', 'i', 'had', 'to', 'wait', 'forev', 'to', 'get', 'help', '.']"
1081,784,"['the', 'recept', 'near', 'his', 'home', 'is', 'realli', 'horribl', '.', 'he', 'know', 'exact', 'when', 'his', 'call', 'will', 'drop', '.', 'he', 'want', 'to', 'know', 'what', 'we', 'are', 'go', 'to', 'do', 'to', 'fix', 'this', '?', 'he', 'say', 'that', 'if', 'we', 'do', 'not', 'fix', 'it', 'he', 'will', 'go', 'to', 'a', 'differ', 'cell', 'compani', 'and', 'sinc', 'we', 'can', 'not', 'keep', 'our', 'end', 'of', 't']"
1082,2093,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1083,1059,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1084,1443,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1085,2183,"['want', 'more', 'inform', 'on', 'the', 'famili', 'plan', '.', 'also', 'ask', 'about', 'how', 'he', 'could', 'use', 'call', 'screen', '.']"
1086,1848,"['lost', 'the', 'direct', 'to', 'phone', 'and', 'want', 'anoth', 'manual', '.', 'i', 'refer', 'him', 'to', 'web', 'site', '.']"
1087,2000,"['want', 'to', 'chang', 'address', '.']"
1088,748,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1089,755,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1090,533,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1091,1084,"['i', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1092,1765,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1093,1826,"['he', 'doe', 'not', 'know', 'if', 'the', 'problem', 'are', 'relat', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'batteri', '.']"
1094,2507,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1095,2913,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1096,1785,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1097,3582,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1098,3321,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1099,3522,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1100,3715,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1101,2097,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1102,2807,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1103,2492,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1104,2750,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1105,2289,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1106,3413,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1107,2104,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1108,981,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1109,2264,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1110,3226,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1111,2531,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.', 'in', 'addit', 'think', 'he', 'phone', 'doe', 'not', 'work', 'well', '.']"
1112,2576,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1113,2063,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1114,3104,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1115,554,"['he', 'charg', 'it', 'and', 'after', 'a', 'coupl', 'of', 'call', 'it', 'simpli', 'die', 'on', 'him', '.', 'he', 'replac', 'the', 'batteri', 'per', 'our', 'suggest', 'and', 'he', 'still', 'has', 'the', 'same', 'problem', '.']"
1116,2886,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1117,242,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1118,3701,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1119,2581,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1120,934,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1121,2527,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1122,3038,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.']"
1123,2004,"['want', 'to', 'chang', 'address', '.']"
1124,3469,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1125,2328,"['want', 'to', 'chang', 'address', '.']"
1126,3695,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1127,388,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1128,1134,"['want', 'to', 'chang', 'address', '.']"
1129,356,"['can', 'not', 'believ', 'the', 'roam', 'charg', '.', 'he', 'said', 'that', 'when', 'he', 'sign', 'up', 'that', 'the', 'sale', 'person', 'misl', 'him', 'with', 'respect', 'to', 'what', 'would', 'be', 'cover', '.', 'in', 'addit', ',', 'he', 'think', 'that', 'the', 'recept', 'in', 'mani', 'of', 'the', 'citi', 'he', 'travel', 'to', 'is', 'inadequ', '.']"
1130,2894,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1131,1359,"['he', 'love', 'the', 'phone', 'when', 'it', 'work', '.', 'the', 'problem', 'is', 'that', 'the', 'phone', 'hard', 'ever', 'work', '.', 'he', 'think', 'the', 'batteri', 'is', 'lame', '.']"
1132,3645,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1133,849,"['he', 'found', 'a', 'phone', 'and', 'want', 'to', 'know', 'what', 'to', 'do', 'with', 'it', '.', 'he', 'said', 'it', 'was', 'one', 'of', 'our', ',', 'but', 'that', 'the', 'batteri', 'was', 'dead', '.', 'ask', 'who', 'he', 'should', 'send', 'it', 'too', '.']"
1134,267,"['say', 'that', 'his', 'web', 'recept', 'realli', 'is', 'just', 'to', 'slow', '.', 'want', 'to', 'know', 'when', 'he', 'can', 'expect', 'this', 'to', 'work', 'at', 'a', 'decent', 'rate', 'of', 'speed', '?', 'he', 'also', 'want', 'to', 'know', 'whi', 'it', 'work', 'so', 'much', 'better', 'at', 'the', 'store', '?']"
1135,744,"['i', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defect', 'from', 'the', 'day', 'i', 'bought', 'it', '.']"
1136,3641,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1137,2795,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1138,484,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.']"
1139,3555,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1140,124,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1141,3713,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1142,2509,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1143,2470,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
1144,194,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1145,1285,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
1146,401,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1147,2858,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1148,2681,"['ask', 'about', 'coverag', 'in', 'los', 'angel', 'and', 'new', 'york', '.', 'is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'travel', '.']"
1149,2015,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.', 'in', 'addit', 'think', 'he', 'phone', 'doe', 'not', 'work', 'well', '.']"
1150,800,"['transfer', 'to', 'manag', 'asap']"
1151,3544,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1152,875,"['he', 'love', 'the', 'phone', 'when', 'it', 'work', '.', 'the', 'problem', 'is', 'that', 'the', 'phone', 'hard', 'ever', 'work', '.', 'he', 'think', 'the', 'batteri', 'is', 'lame', '.']"
1153,174,"['ask', 'for', 'a', 'chang', 'of', 'address', 'and', 'want', 'to', 'switch', 'plan', '.', 'transeff', 'him', 'to', 'custom', 'care', '.']"
1154,3325,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1155,1286,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1156,237,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1157,753,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1158,1656,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1159,1468,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1160,2274,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1161,2613,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1162,2648,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
1163,3779,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1164,3752,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1165,2248,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1166,2259,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1167,939,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1168,1242,"['i', 'need', 'a', 'handset', 'which', 'also', 'function', 'as', 'a', 'pda', '.', 'you', 'did', 'not', 'offer', 'such', 'a', 'model', '.']"
1169,1466,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1170,2865,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1171,1678,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1172,1485,"['want', 'to', 'chang', 'address', '.']"
1173,636,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1174,2605,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1175,3599,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1176,1967,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1177,606,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1178,710,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1179,3204,"['want', 'more', 'inform', 'on', 'the', 'famili', 'plan', '.', 'also', 'ask', 'about', 'how', 'he', 'could', 'use', 'call', 'screen', '.']"
1180,1601,"['claim', 'the', 'phone', 'doe', 'not', 'work', 'well', '.', 'if', 'the', 'phone', 'doe', 'not', 'work', 'consist', 'whi', 'should', 'he', 'pay', 'consisit', '.', 'good', 'point', '.']"
1181,847,"['he', 'love', 'the', 'phone', 'when', 'it', 'work', '.', 'the', 'problem', 'is', 'that', 'the', 'phone', 'hard', 'ever', 'work', '.', 'he', 'think', 'the', 'batteri', 'is', 'lame', '.']"
1182,1490,"['want', 'to', 'chang', 'address', '.']"
1183,3611,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1184,706,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1185,2030,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1186,3000,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1187,276,"['the', 'custom', 'wold', 'like', 'to', 'chang', 'his', 'address', ',', 'and', 'complain', 'this', 'should', 'be', 'signific', 'easier', '.', 'i', 'am', 'not', 'sure', 'what', 'he', 'mean', 'by', 'self', 'servic', '.', 'he', 'also', 'thought', 'the', 'phone', 'suck', '.']"
1188,1486,"['want', 'to', 'add', 'addit', 'line', 'for', 'famili', '.', 'need', 'more', 'info', 'on', 'rate', '.']"
1189,468,"['want', 'to', 'chang', 'address', '.']"
1190,3064,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1191,620,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1192,762,"['he', 'claim', 'his', 'bill', 'alway', 'seem', 'to', 'have', 'call', 'he', 'did', 'not', 'make', '.']"
1193,2845,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1194,1204,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
1195,313,"['ask', 'about', 'coverag', 'in', 'los', 'angel', 'and', 'new', 'york', '.', 'is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'travel', '.']"
1196,3668,"['he', 'hate', 'his', 'phone', '.', 'he', 'can', 'not', 'understand', 'whi', 'we', 'gave', 'him', 'such', 'a', 'horribl', 'piec', 'of', 'rubbish', '.', 'i', 'tri', 'to', 'explain', 'that', 'he', 'could', 'bring', 'it', 'in', 'for', 'servic', ',', 'but', 'he', 'just', 'want', 'a', 'new', 'phone', '.', 'he', 'doe', 'not', 'want', 'to', 'wast', 'ani', 'more', 'time', 'with', 'the', '3399', '.', 'i', 'ask', 'custom', 'car']"
1197,450,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1198,1611,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
1199,2286,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1200,2988,"['want', 'a', 'new', 'facepl', '.']"
1201,1962,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1202,87,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1203,1249,"['is', 'it', 'possibl', 'that', 'the', 'handset', 'is', 'caus', 'brain', 'cancer', '.', 'i', 'heard', 'about', 'this', 'from', 'the', 'news', '.']"
1204,407,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1205,935,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1206,440,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1207,3244,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1208,3326,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1209,3709,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1210,2362,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1211,2003,"['want', 'to', 'chang', 'address', '.']"
1212,535,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1213,1320,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1214,3285,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1215,510,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1216,1302,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1217,580,"['doe', 'not', 'understand', 'whi', 'his', 'phone', 'die', 'everytim', 'he', 'get', 'to', 'a', 'certain', 'intersect', '.', 'i', 'explain', 'the', 'concept', 'of', 'tower', 'and', 'whole', 'in', 'coverag', '.', 'he', 'said', 'that', 'the', 'sale', 'person', 'never', 'told', 'him', 'about', 'this', '.', 'he', 'want', 'to', 'know', 'when', 'we', 'would', 'fix', 'such', 'hole', '.']"
1218,1310,"['transfer', 'to', 'manag', 'asap']"
1219,3632,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
1220,458,"['want', 'to', 'chang', 'address', '.']"
1221,868,"['can', 'not', 'believ', 'the', 'roam', 'charg', '.', 'he', 'said', 'that', 'when', 'he', 'sign', 'up', 'that', 'the', 'sale', 'person', 'misl', 'him', 'with', 'respect', 'to', 'what', 'would', 'be', 'cover', '.', 'in', 'addit', ',', 'he', 'think', 'that', 'the', 'recept', 'in', 'mani', 'of', 'the', 'citi', 'he', 'travel', 'to', 'is', 'inadequ', '.']"
1222,1193,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1223,477,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1224,1416,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1225,1464,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1226,1502,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.']"
1227,1780,"['phone', 'suck']"
